project,current_analysis_key,creation_analysis_key,issue_key,type,rule,severity,status,resolution,effort,debt,tags,creation_date,update_date,close_date,message,component,start_line,end_line,start_offset,end_offset,hash,from_hotspot
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCM800a1E-sk78P7,VULNERABILITY,squid:ClassVariableVisibilityCheck,MINOR,OPEN,,10,10,cwe,2011-06-21 01:30:54,2011-07-15 12:26:36,,Make labels a static final constant or non-public and provide accessors if needed.,gerrit:gerrit-common/src/main/java/com/google/gerrit/common/data/SubmitRecord.java,44.0,44.0,21.0,27.0,751e8b156bace93a6562fbf1da0b7c01,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCM800a1E-sk78P8,VULNERABILITY,squid:ClassVariableVisibilityCheck,MINOR,OPEN,,10,10,cwe,2011-06-21 01:30:54,2011-07-15 12:26:36,,Make errorMessage a static final constant or non-public and provide accessors if needed.,gerrit:gerrit-common/src/main/java/com/google/gerrit/common/data/SubmitRecord.java,45.0,45.0,16.0,28.0,dba1351e07f719bab47f72779a5b1a0d,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCM800a1E-sk78QB,CODE_SMELL,squid:S2786,MINOR,OPEN,,2,2,clumsy,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Remove this redundant ""static"" qualifier.",gerrit:gerrit-common/src/main/java/com/google/gerrit/common/data/SubmitRecord.java,48.0,48.0,11.0,17.0,8516dedf8ddd8d932ac4231ed2c24f36,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCM800a1E-sk78P9,VULNERABILITY,squid:ClassVariableVisibilityCheck,MINOR,OPEN,,10,10,cwe,2011-06-21 01:30:54,2011-07-15 12:26:36,,Make label a static final constant or non-public and provide accessors if needed.,gerrit:gerrit-common/src/main/java/com/google/gerrit/common/data/SubmitRecord.java,78.0,78.0,18.0,23.0,b1c3a1439c6538148e2c8c0a71da201d,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCM800a1E-sk78P-,VULNERABILITY,squid:ClassVariableVisibilityCheck,MINOR,OPEN,,10,10,cwe,2011-06-21 01:30:54,2011-07-15 12:26:36,,Make status a static final constant or non-public and provide accessors if needed.,gerrit:gerrit-common/src/main/java/com/google/gerrit/common/data/SubmitRecord.java,79.0,79.0,18.0,24.0,f00f596f8f6c943d134cd4fa2e85cbba,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCM800a1E-sk78P_,VULNERABILITY,squid:ClassVariableVisibilityCheck,MINOR,OPEN,,10,10,cwe,2011-06-21 01:30:54,2011-07-15 12:26:36,,Make appliedBy a static final constant or non-public and provide accessors if needed.,gerrit:gerrit-common/src/main/java/com/google/gerrit/common/data/SubmitRecord.java,80.0,80.0,22.0,31.0,1c1a1c0cf2ffcab555b9db4bcbbf5e81,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78X_,CODE_SMELL,squid:S3776,CRITICAL,OPEN,,57,57,brain-overload,2011-06-21 01:30:54,2011-07-15 12:26:36,,Refactor this method to reduce its Cognitive Complexity from 67 to the 15 allowed.,gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,137.0,137.0,7.0,14.0,21e372e69043af02ae6fcb2cb94905c1,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78YA,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,140.0,140.0,40.0,48.0,d0134fc9fbe3516cf0b7eb61352b2240,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78YB,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,152.0,152.0,51.0,59.0,3b135dbab1b217fcec9e1cd01881b387,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78YC,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,155.0,155.0,21.0,49.0,35a75d1e43ef8b58e75e0e63d9e9cbc0,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78YD,CODE_SMELL,squid:SwitchLastCaseIsDefaultCheck,CRITICAL,OPEN,,5,5,"cert,cwe",2011-06-21 01:30:54,2011-07-15 12:26:36,,Add a default case to this switch.,gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,170.0,170.0,10.0,16.0,7e8ec9ad51d34de20221f756984f78e2,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78X4,CODE_SMELL,squid:S1199,MINOR,OPEN,,10,10,bad-practice,2011-06-21 01:30:54,2011-07-15 12:26:36,,Extract this nested code block into a method.,gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,171.0,171.0,21.0,22.0,49e99a8360614d871a7745e865d6262a,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78X5,CODE_SMELL,squid:S1199,MINOR,OPEN,,10,10,bad-practice,2011-06-21 01:30:54,2011-07-15 12:26:36,,Extract this nested code block into a method.,gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,179.0,179.0,25.0,26.0,d73e315924bbfcabc7bfbb405045eb2b,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78X7,CODE_SMELL,squid:S1604,MAJOR,OPEN,,5,5,java8,2011-06-21 01:30:54,2011-07-15 12:26:36,,Make this anonymous inner class a lambda (sonar.java.source not set. Assuming 8 or greater.),gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,218.0,218.0,38.0,56.0,5cad6099ebb282c79ce39be20ebb0edf,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78YG,CODE_SMELL,squid:S3776,CRITICAL,OPEN,,8,8,brain-overload,2011-06-21 01:30:54,2011-07-15 12:26:36,,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,349.0,349.0,15.0,25.0,f89bd62d6ba96e71b79453488b5d11ee,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78YH,CODE_SMELL,squid:S1172,MAJOR,OPEN,,5,5,"cert,unused",2011-06-21 01:30:54,2011-07-15 12:26:36,,"Remove this unused method parameter ""change"".",gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,350.0,350.0,19.0,25.0,a74b9c0b8c180be447e91db111fb5745,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCYl00a1E-sk78X6,CODE_SMELL,squid:S135,MINOR,OPEN,,20,20,brain-overload,2011-06-21 01:30:54,2011-07-15 12:26:36,,Reduce the total number of break and continue statements in this loop to use at most one.,gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/ApprovalTable.java,375.0,375.0,4.0,7.0,df7c75eec542d88919990b864298df06,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCXd00a1E-sk78W6,CODE_SMELL,squid:S1135,INFO,OPEN,,,,cwe,2011-06-21 01:30:54,2011-07-15 12:26:36,,Complete the task associated to this TODO comment.,gerrit:gerrit-gwtui/src/main/java/com/google/gerrit/client/changes/PublishCommentScreen.java,229.0,229.0,0.0,34.0,e1633c352bd1dfbf014f881e4d326404,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB2k00a1E-sk779O,CODE_SMELL,squid:S3776,CRITICAL,OPEN,,9,9,brain-overload,2011-06-21 01:30:54,2011-07-15 12:26:36,,Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,gerrit:gerrit-httpd/src/main/java/com/google/gerrit/httpd/rpc/changedetail/ChangeDetailFactory.java,93.0,93.0,22.0,26.0,5310c4192a5877fa59d2fd1733be6a92,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB2L00a1E-sk7785,CODE_SMELL,squid:S1135,INFO,OPEN,,,,cwe,2011-06-21 01:30:54,2011-07-15 12:26:36,,Complete the task associated to this TODO comment.,gerrit:gerrit-httpd/src/main/java/com/google/gerrit/httpd/rpc/changedetail/PatchSetPublishDetailFactory.java,101.0,101.0,0.0,77.0,9fae41bc3937228b38aaf33d4744cf37,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB2L00a1E-sk7786,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-httpd/src/main/java/com/google/gerrit/httpd/rpc/changedetail/PatchSetPublishDetailFactory.java,109.0,109.0,21.0,46.0,79a3ec93c6f77f0fe52227bc8b8bc409,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB2L00a1E-sk7787,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-httpd/src/main/java/com/google/gerrit/httpd/rpc/changedetail/PatchSetPublishDetailFactory.java,115.0,115.0,29.0,46.0,3410460adf37f7e19c5edecd26c67e99,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB2L00a1E-sk7780,CODE_SMELL,squid:S1301,MINOR,OPEN,,5,5,bad-practice,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Replace this ""switch"" statement by ""if"" statements to increase readability.",gerrit:gerrit-httpd/src/main/java/com/google/gerrit/httpd/rpc/changedetail/PatchSetPublishDetailFactory.java,145.0,145.0,12.0,18.0,7e8ec9ad51d34de20221f756984f78e2,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB2L00a1E-sk7788,CODE_SMELL,squid:SwitchLastCaseIsDefaultCheck,CRITICAL,OPEN,,5,5,"cert,cwe",2011-06-21 01:30:54,2011-07-15 12:26:36,,Add a default case to this switch.,gerrit:gerrit-httpd/src/main/java/com/google/gerrit/httpd/rpc/changedetail/PatchSetPublishDetailFactory.java,145.0,145.0,12.0,18.0,7e8ec9ad51d34de20221f756984f78e2,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB2V00a1E-sk778_,CODE_SMELL,squid:S1199,MINOR,OPEN,,10,10,bad-practice,2011-06-21 01:30:54,2011-07-15 12:26:36,,Extract this nested code block into a method.,gerrit:gerrit-httpd/src/main/java/com/google/gerrit/httpd/rpc/changedetail/SubmitAction.java,87.0,87.0,22.0,23.0,89b3686bdbfde685ab1786504e5bb0bb,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBfd00a1E-sk77pv,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-server/src/main/java/com/google/gerrit/server/project/ChangeControl.java,351.0,351.0,42.0,56.0,66af594af611969a6078a47e9d78d219,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB_800a1E-sk78Dr,CODE_SMELL,squid:S3776,CRITICAL,OPEN,,40,40,brain-overload,2011-06-21 01:30:54,2011-07-15 12:26:36,,Refactor this method to reduce its Cognitive Complexity from 50 to the 15 allowed.,gerrit:gerrit-sshd/src/main/java/com/google/gerrit/sshd/commands/ReviewCommand.java,210.0,210.0,15.0,25.0,820713b19a47f06510b61520df06304f,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB_800a1E-sk78Dl,CODE_SMELL,squid:S1192,CRITICAL,OPEN,,18,18,design,2011-06-21 01:30:54,2011-07-15 12:26:36,,"Define a constant instead of duplicating this literal ""change "" 8 times.",gerrit:gerrit-sshd/src/main/java/com/google/gerrit/sshd/commands/ReviewCommand.java,266.0,266.0,24.0,33.0,245f5a96255f9f372e3a67faf6628f64,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrB_800a1E-sk78Dm,CODE_SMELL,squid:S1199,MINOR,OPEN,,10,10,bad-practice,2011-06-21 01:30:54,2011-07-15 12:26:36,,Extract this nested code block into a method.,gerrit:gerrit-sshd/src/main/java/com/google/gerrit/sshd/commands/ReviewCommand.java,270.0,270.0,24.0,25.0,89b3686bdbfde685ab1786504e5bb0bb,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mv,CODE_SMELL,squid:CommentedOutCodeLine,MAJOR,OPEN,,5,5,unused,2011-06-21 01:30:53,2011-07-15 12:26:36,,This block of commented-out lines of code should be removed.,gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,3.0,3.0,0.0,66.0,9c855f2083a99d0b36a9c7e896c72938,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mn,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,50.0,50.0,51.0,59.0,97093a9895a89b9669940020b3a9ebf9,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mm,CODE_SMELL,squid:S1450,MINOR,OPEN,,5,5,pitfall,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Remove the ""dbInjector"" field and declare it as a local variable in the relevant methods.",gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,52.0,52.0,19.0,29.0,588c50600afc88d14068e5090b691c3f,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mo,CODE_SMELL,squid:S3776,CRITICAL,OPEN,,9,9,brain-overload,2011-06-21 01:30:53,2011-07-15 12:26:36,,Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,63.0,63.0,13.0,16.0,bb6bcebf266580557ce1d0758a3d6464,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mp,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,74.0,74.0,60.0,77.0,bb85db45978d828472c5f8a513d0e7ba,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Ml,CODE_SMELL,squid:S1301,MINOR,OPEN,,5,5,bad-practice,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Replace this ""switch"" statement by ""if"" statements to increase readability.",gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,86.0,86.0,8.0,14.0,a49895fca65f015d8e57b676e20516c2,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mq,CODE_SMELL,squid:SwitchLastCaseIsDefaultCheck,CRITICAL,OPEN,,5,5,"cert,cwe",2011-06-21 01:30:53,2011-07-15 12:26:36,,Add a default case to this switch.,gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,86.0,86.0,8.0,14.0,a49895fca65f015d8e57b676e20516c2,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mr,CODE_SMELL,squid:S106,MAJOR,OPEN,,10,10,"bad-practice,cert",2011-06-21 01:30:53,2011-07-15 12:26:36,,Replace this use of System.out or System.err by a logger.,gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,89.0,89.0,14.0,24.0,6ac77e8116e794d010609e0fc63f209c,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Ms,CODE_SMELL,squid:S106,MAJOR,OPEN,,10,10,"bad-practice,cert",2011-06-21 01:30:53,2011-07-15 12:26:36,,Replace this use of System.out or System.err by a logger.,gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,96.0,96.0,14.0,24.0,27e4eca78096b4eabd590ffc9232d333,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mt,CODE_SMELL,squid:S106,MAJOR,OPEN,,10,10,"bad-practice,cert",2011-06-21 01:30:53,2011-07-15 12:26:36,,Replace this use of System.out or System.err by a logger.,gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,97.0,97.0,14.0,24.0,d2f808bc8664ce2ebdfc6aabe957104d,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrCIj00a1E-sk78Mu,CODE_SMELL,squid:S106,MAJOR,OPEN,,10,10,"bad-practice,cert",2011-06-21 01:30:53,2011-07-15 12:26:36,,Replace this use of System.out or System.err by a logger.,gerrit:gerrit-pgm/src/main/java/com/google/gerrit/pgm/Rulec.java,105.0,105.0,10.0,20.0,c1b3cfd686d32b18d83d98c39dab33ad,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk7729,CODE_SMELL,squid:CommentedOutCodeLine,MAJOR,OPEN,,5,5,unused,2011-06-21 01:30:53,2011-07-15 12:26:36,,This block of commented-out lines of code should be removed.,gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,3.0,3.0,0.0,66.0,9c855f2083a99d0b36a9c7e896c72938,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwJ00a1E-sk772m,CODE_SMELL,squid:S2786,MINOR,OPEN,,2,2,clumsy,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Remove this redundant ""static"" qualifier.",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,65.0,65.0,9.0,15.0,8516dedf8ddd8d932ac4231ed2c24f36,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwJ00a1E-sk772j,VULNERABILITY,squid:S2976,CRITICAL,OPEN,,5,5,owasp-a9,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Use ""Files.createTempDirectory"" or a library function to create this directory instead. (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,99.0,99.0,38.0,43.0,7959f0dd6133723732fdc2678841baee,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwJ00a1E-sk772n,CODE_SMELL,squid:S4042,MAJOR,OPEN,,10,10,"api-design,error-handling",2011-06-21 01:30:53,2011-07-15 12:26:36,,"Use ""java.nio.Files#delete"" here for better messages on error conditions.",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,99.0,99.0,17.0,23.0,7959f0dd6133723732fdc2678841baee,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772o,VULNERABILITY,squid:S899,MINOR,OPEN,,15,15,"cert,cwe,error-handling",2011-06-21 01:30:53,2011-07-15 12:26:36,,"Do something with the ""boolean"" value returned by ""setReadable"".",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,105.0,105.0,6.0,38.0,d32924d0cf3099451fc5a50a92165126,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772p,VULNERABILITY,squid:S899,MINOR,OPEN,,15,15,"cert,cwe,error-handling",2011-06-21 01:30:53,2011-07-15 12:26:36,,"Do something with the ""boolean"" value returned by ""setWritable"".",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,106.0,106.0,6.0,38.0,206492a9197bf3d628b604ae7fff91b3,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772q,VULNERABILITY,squid:S899,MINOR,OPEN,,15,15,"cert,cwe,error-handling",2011-06-21 01:30:53,2011-07-15 12:26:36,,"Do something with the ""boolean"" value returned by ""setExecutable"".",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,107.0,107.0,6.0,40.0,9757a9fe4ce0be7be2ef144a620f3513,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772r,CODE_SMELL,squid:CallToDeprecatedMethod,MINOR,OPEN,,15,15,"cert,cwe,obsolete",2011-06-21 01:30:53,2011-07-15 12:26:36,,"Remove this use of ""Compiler""; it is deprecated.",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,127.0,127.0,6.0,14.0,256196e223c2f251d683cc57bdc409b2,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772s,CODE_SMELL,squid:S2440,MAJOR,OPEN,,2,2,clumsy,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Remove this instantiation of ""Compiler"".",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,127.0,127.0,26.0,34.0,256196e223c2f251d683cc57bdc409b2,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772t,CODE_SMELL,squid:S4042,MAJOR,OPEN,,10,10,"api-design,error-handling",2011-06-21 01:30:53,2011-07-15 12:26:36,,"Use ""java.nio.Files#delete"" here for better messages on error conditions.",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,130.0,130.0,16.0,22.0,b114bf4895f4b36f2fd7708fdcaf9bea,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772u,VULNERABILITY,squid:S899,MINOR,OPEN,,15,15,"cert,cwe,error-handling",2011-06-21 01:30:53,2011-07-15 12:26:36,,"Do something with the ""boolean"" value returned by ""delete"".",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,130.0,130.0,6.0,25.0,b114bf4895f4b36f2fd7708fdcaf9bea,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772v,CODE_SMELL,squid:RedundantThrowsDeclarationCheck,MINOR,OPEN,,5,5,"clumsy,error-handling,redundant,unused",2011-06-21 01:30:53,2011-07-15 12:26:36,,Remove the declaration of thrown exception 'java.io.FileNotFoundException' which is a subclass of 'java.io.IOException'.,gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,135.0,135.0,26.0,47.0,4b58bfbe974d42ca2a524c1d709fa40b,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772w,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,156.0,156.0,31.0,47.0,02c5981c945feeeda67ba14ca6bb0385,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk772x,CODE_SMELL,squid:S2293,MINOR,OPEN,,1,1,clumsy,2011-06-21 01:30:53,2011-07-15 12:26:36,,"Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,162.0,162.0,47.0,55.0,123562e99cd97dc457d339d99bb21d21,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwJ00a1E-sk772l,CODE_SMELL,squid:S5411,MINOR,OPEN,,5,5,pitfall,2011-06-21 01:30:53,2011-07-15 12:26:36,,Use the primitive boolean expression here.,gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,177.0,177.0,11.0,22.0,b2b40c50e8d4a0c9fc5edb393fc352ab,False
gerrit,AW9mrBRv00a1E-sk77Tt,AW9mrBRv00a1E-sk77Tt,AW9mrBwK00a1E-sk7722,CODE_SMELL,squid:S2093,CRITICAL,OPEN,,15,15,"cert,java8,pitfall",2011-06-21 01:30:53,2011-07-15 12:26:36,,"Change this ""try"" to a try-with-resources. (sonar.java.source not set. Assuming 7 or greater.)",gerrit:gerrit-server/src/main/java/com/google/gerrit/rules/PrologCompiler.java,227.0,227.0,4.0,7.0,80d5b17efc16ace990c07580fc3e85eb,False
